K75/1, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0887909,108.2487822
68, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0908795,108.2362903
69, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0894532,108.2352724
70, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0908165,108.2362301
71, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0893863,108.2351864
72, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.090752,108.2361672
73, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0893622,108.2350644
74, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0906875,108.2361043
75, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0892088,108.2349293
76, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.090623,108.2360415
77, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891722,108.2348602
78, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0905637,108.235981
79, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891495,108.2348739
80, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0905006,108.2359167
81, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891495,108.2348739
82, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0904312,108.2358469
83, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891495,108.2348739
84, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0903049,108.2358544
85, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891495,108.2348739
86, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0902762,108.2356992
87, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891495,108.2348739
88, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0901317,108.2356873
89, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891495,108.2348739
90, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.08991,108.2356763
91, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891495,108.2348739
92, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0898528,108.2353479
93, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891495,108.2348739
94, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0898337,108.2352355
95, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884495,108.2320875
96, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0897733,108.2351579
97, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884495,108.2320875
98, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0897117,108.2350813
99, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884495,108.2320875
100, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0896136,108.2350355
101, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884495,108.2320875
102, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.089581,108.2349457
103, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884495,108.2320875
104, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0895208,108.2348822
105, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884495,108.2320875
106, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0894701,108.2348124
107, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884495,108.2320875
108, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0893146,108.2349067
109, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884495,108.2320875
110, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884495,108.2320875
111, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884495,108.2320875
112, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0885798,108.232089
113, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884497,108.2320693
114, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0886027,108.2320529
115, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884504,108.2320046
116, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.088488,108.232072
117, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0883663,108.2312685
118, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0886229,108.2318654
119, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.088365,108.2307195
120, Vân Đồn, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884519,108.2318654
1, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0682236,108.2409281
2, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0682007,108.2408418
3, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0681747,108.2409389
4, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0681641,108.2408435
6, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0681274,108.2408452
7, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0680774,108.2409435
8, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0680907,108.2408469
9, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0680349,108.2409455
10, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.068054,108.2408487
11, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0679925,108.2409474
12, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0680174,108.2408504
13, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.06795,108.2409494
14, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0679807,108.2408521
15, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0679058,108.2409092
16, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.067944,108.2408538
17, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0678582,108.2409537
18, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0679074,108.2408555
19, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0678088,108.240956
20, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0678707,108.2408572
21, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0677593,108.2409583
23, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0677099,108.2409606
24, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0677974,108.2408607
25, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0676605,108.2409629
27, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.067611,108.2409652
28, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0677224,108.2408255
29, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0675601,108.2409319
30, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0677021,108.2407971
31, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0674347,108.2409329
32, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0676495,108.2408103
33, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0673967,108.2409752
34, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0676519,108.2408674
35, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0678362,108.2408023
36, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0676519,108.2408674
37, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0673148,108.2409212
38, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0669794,108.2408846
39, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0673173,108.2409789
40, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0669794,108.2408846
41, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0673173,108.2409789
42, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0669794,108.2408846
43, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0669416,108.2408844
44, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0669794,108.2408846
45, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0669416,108.2408844
46, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0669797,108.2408243
47, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0669416,108.2408844
48, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0669459,108.2408228
49, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0669416,108.2408844
50, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0669078,108.2408843
51, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0669872,108.2409582
52, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0668703,108.2408137
53, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0668998,108.2409199
54, Bùi Hữu Nghĩa, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0668326,108.2407825
55, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0668373,108.2409168
56, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0667979,108.240837
57, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0668007,108.2409277
58, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0667457,108.2408132
59, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0667976,108.2409169
60, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0666935,108.2408078
61, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0667304,108.2409291
62, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0666871,108.2408143
63, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0667214,108.2409232
64, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.066646,108.2408128
65, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0666683,108.2409287
66, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0666049,108.2408272
67, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0666305,108.2409275
68, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0665677,108.2408124
69, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0665926,108.2409274
70, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0665303,108.2408123
71, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0665548,108.2409272
72, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.066493,108.2408121
73, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0665169,108.2409271
74, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0664556,108.2408294
75, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0664791,108.2409269
76, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0664042,108.2408289
77, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0664412,108.2409174
78, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0663679,108.2408116
79, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0664134,108.2409266
80, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0663315,108.2408114
81, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0663856,108.2409265
82, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0662951,108.2408113
83, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0663578,108.2409264
84, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0662587,108.2408111
85, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0663301,108.2409262
86, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0662223,108.2408109
87, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0663023,108.2409261
88, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0661858,108.2408108
89, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0662745,108.240926
90, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0661494,108.2408106
91, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0662467,108.2409259
92, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.066113,108.2408105
93, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0662189,108.2409258
94, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0660766,108.2408103
95, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0661911,108.2409361
96, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0660402,108.2408101
97, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.066137,108.24092
98, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0660038,108.24081
99, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0661,108.2409252
100, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0659674,108.2408098
101, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0660631,108.2409251
102, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0659299,108.2408663
103, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0660261,108.2409249
104, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0659018,108.2408205
105, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0659891,108.2409207
106, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0658735,108.240813
107, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0658416,108.2409317
108, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0658426,108.2408153
109, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0657763,108.241013
110, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0658082,108.2408376
112, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0657908,108.2408424
113, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0657605,108.2410081
114, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0657495,108.2408473
115, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0656482,108.2415561
116, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0657235,108.2408803
117, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0656154,108.2415457
118, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0657045,108.2409123
119, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0656039,108.2416063
120, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0656815,108.2409761
121, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.065588,108.2416211
122, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0656499,108.2409922
123, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0656021,108.2416523
124, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0656768,108.2410266
125, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0655699,108.2417123
126, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0656557,108.2410924
127, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0655927,108.2417472
128, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0656497,108.2411102
129, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0655854,108.2417725
130, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0655735,108.2414685
131, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0655385,108.2417854
132, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0655327,108.2414989
133, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0655257,108.2418262
134, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0654321,108.2415106
135, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0655568,108.241871
136, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0655099,108.2415775
137, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0655474,108.2419032
138, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0654986,108.2416165
139,  Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0655693,108.2414839
140, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0655011,108.2416599
141, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0655063,108.2419606
142, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0654618,108.2417432
143, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0654733,108.242
144, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0654363,108.241831
145, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0655215,108.2419926
146, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0654059,108.2419171
147, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0654811,108.2419934
148, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.065404,108.2419257
149, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0655016,108.2420613
150, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0653937,108.2419778
151, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0654853,108.2421175
152, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0653787,108.2420285
153, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0654689,108.2421737
154, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0653687,108.242064
155, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0654177,108.242219
156, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0653528,108.2420977
157, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0653973,108.2422507
158, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0653527,108.2421158
159, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0654425,108.2422649
160, Bùi Hữu Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0653228,108.2421206
1, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0756067,108.2417344
2, Đông Kinh Nghĩa Thục, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0755029,108.2420118
3, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0756067,108.2417344
5, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0756067,108.2417344
6, Đông Kinh Nghĩa Thục, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0755029,108.2420118
7, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0756082,108.2417777
8, Đông Kinh Nghĩa Thục, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0755029,108.2420118
9, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0756096,108.2418209
10, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754502,108.2403147
11, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0755767,108.2418654
12, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754502,108.2403147
13, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0756111,108.2418641
14, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754502,108.2403147
15, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754502,108.2403147
16, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0753739,108.240315
17, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754502,108.2403147
18, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754502,108.2403147
19, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754502,108.2403147
20, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754502,108.2403147
21, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754546,108.2407483
